Supplier;Code;Description;Quantity;Value;;;;;;;;;;;;;;;;;;;;;;
B182;D1504N;B182 CABINET PINDOS 90x40x90;1;282;;;;;;;;;;;;;;;;;;;;;;
B182;T2095B;B182 BEDSIDE TABLE AGRAFA 50x42x75;2;215;;;;;;;;;;;;;;;;;;;;;;
B181;C1477N;B181 CHAIR ZAROS 52x50x80;8;1335;;;;;;;;;;;;;;;;;;;;;;
B181;T2027N;B181 COFFEE TABLE AXOS 55x55x55;1;68;;;;;;;;;;;;;;;;;;;;;;
B180;T2024.5N;B180 DINING TABLE KYANI TEAK 160GAP 180X80X75;1;639;;;;;;;;;;;;;;;;;;;;;;
B180;T2025N;B180 BEDSIDE TABLE ARDANI TEAK 52x38x55;4;547;;;;;;;;;;;;;;;;;;;;;;
B180;D1522B;B180 BUFFET TEAK VIRSINI 150x45x90;1;394;;;;;;;;;;;;;;;;;;;;;;
B178;C1674N;B178 ARMCHAIR FOLDING TEAK 47x110x15;25;2661;;;;;;;;;;;;;;;;;;;;;;
B177;C1600N;B177 CHAIR TEAK DIMI 57x50x76;45;5095;;;;;;;;;;;;;;;;;;;;;;
B177;C1603N;B177 CHAIR TEAK ORGANI 47x59x75;30;4065;;;;;;;;;;;;;;;;;;;;;;
B177;S1106N;B177 SOFA KORIFES 135x72x75;2;823;;;;;;;;;;;;;;;;;;;;;;
B177;T2020N;B177 COFFEE TABLE ERATINO 110x40x45;2;344;;;;;;;;;;;;;;;;;;;;;;
B177;S1104N;B177 SOFA KORIFES 71x72x74;2;339;;;;;;;;;;;;;;;;;;;;;;
B177;T2023N;B177 COFFEE TABLE AVATO 45x45x50;3;330;;;;;;;;;;;;;;;;;;;;;;
B177;T2020B;B177 COFFEE TABLE ERATINO 110x40x45;2;290;;;;;;;;;;;;;;;;;;;;;;
B177;T2018N;B177 COFFEE TABLE KORIFES 110x55x46;1;189;;;;;;;;;;;;;;;;;;;;;;
B177;T2021N;B177 STOOL THASOS F34x34x40;3;145;;;;;;;;;;;;;;;;;;;;;;
B177;T2022.1N;B177 COFFEE TABLE ERODIO 55x55x55;1;82;;;;;;;;;;;;;;;;;;;;;;
B177;T2023B;B177 COFFEE TABLE AVATO 45x45x50;1;36;;;;;;;;;;;;;;;;;;;;;;
B176;L3110.2;B176 LAMP PENDANT RATTAN F60 H55;2;235;;;;;;;;;;;;;;;;;;;;;;
B176;F7976;B176 RUG 200;1;114;;;;;;;;;;;;;;;;;;;;;;
B176;A7515.3;B176 BASKET RATTAN 44x44x34;1;40;;;;;;;;;;;;;;;;;;;;;;
B176;A7519.1BL;B176 BASKET blue 33x33x40;2;39;;;;;;;;;;;;;;;;;;;;;;
B176;A7515.2;B176 BASKET RATTAN 38x38x29;1;32;;;;;;;;;;;;;;;;;;;;;;
B176;A7517.2;B176 BASKET RATTAN WHITE 36x36x37;1;23;;;;;;;;;;;;;;;;;;;;;;
B176;A7517.1;B176 BASKET RATTAN WHITE 27x27x32;1;19;;;;;;;;;;;;;;;;;;;;;;
B176;J8037;B176 BAG;1;18;;;;;;;;;;;;;;;;;;;;;;
B176;A7521.3;B176 BASKET FLAT ROUND 28x28x12;1;16;;;;;;;;;;;;;;;;;;;;;;
B176;A7513.1;B176 BASKET FLAT ROUND with handles 30x30x7;1;15;;;;;;;;;;;;;;;;;;;;;;
B176;A7521.2;B176 BASKET FLAT ROUND 22x22x11;1;12;;;;;;;;;;;;;;;;;;;;;;
B173;A7003N;B173 PARAVAN BAMBOO 153x3x169;3;213;;;;;;;;;;;;;;;;;;;;;;
B173;A6937;B173 STAIRS BAMBOO 50x34x152;2;34;;;;;;;;;;;;;;;;;;;;;;
B172;C1010LBR;B172 ARMCHAIR RINIA 54x54x82;18;2787;;;;;;;;;;;;;;;;;;;;;;
B172;C1662;B172 DINING CHAIR  GIARRE 44x57.5x87;5;532;;;;;;;;;;;;;;;;;;;;;;
B172;C1667;B172 STOOL BAR PAGLIARA 52x54x93;3;493;;;;;;;;;;;;;;;;;;;;;;
B172;A7590;B172 TOWEL STAND RATTAN 60x25x120;3;246;;;;;;;;;;;;;;;;;;;;;;
B172;C1670;B172 CHAIR PRAIALO 51x56x87;2;228;;;;;;;;;;;;;;;;;;;;;;
B172;L1179N;B172 LAMP F60 H48;2;121;;;;;;;;;;;;;;;;;;;;;;
B172;C1056B;B172 CHAIR PSATHI 53x46x79;1;113;;;;;;;;;;;;;;;;;;;;;;
B172;C1148NLH;B172 CHAIR SIKINOS 55x45x80;1;110;;;;;;;;;;;;;;;;;;;;;;
B172;A7597;B172 STAND WOODEN;1;108;;;;;;;;;;;;;;;;;;;;;;
B172;L3122;B172 LAMP HANGING BAMBOO F36 H24;2;75;;;;;;;;;;;;;;;;;;;;;;
B172;A7434.2;B172 LANTERN RATTAN 40x40x46;1;63;;;;;;;;;;;;;;;;;;;;;;
B172;A7588.2;B172 BASKET AGEL F39 H46/56;1;57;;;;;;;;;;;;;;;;;;;;;;
B172;A7589.2N;B172 BASKET LAUNDRY F40 H45.5;4;48;;;;;;;;;;;;;;;;;;;;;;
B172;A7592;B172 TRAY & FOOD COVER  45x30x6.5/19;1;48;;;;;;;;;;;;;;;;;;;;;;
B172;A7434.1;B172 LANTERN RATTAN 35x35x34;1;46;;;;;;;;;;;;;;;;;;;;;;
B172;L1274N;B172 LAMP F32 H34;1;43;;;;;;;;;;;;;;;;;;;;;;
B172;A7647.2;B172 BASKET SEAGRASS F37 H50/57;1;40;;;;;;;;;;;;;;;;;;;;;;
B172;A1081.2N;B172 BASKET F40 H48;1;40;;;;;;;;;;;;;;;;;;;;;;
B172;A1081.1N;B172 BASKET F37 H43;1;33;;;;;;;;;;;;;;;;;;;;;;
B172;A7589.1N;B172 BASKET LAUNDRY F35 H41;1;31;;;;;;;;;;;;;;;;;;;;;;
B172;T2096.1;B172 SIDE TABLE CAMERINA 25x25x11;1;24;;;;;;;;;;;;;;;;;;;;;;
B172;L1277.1;B172 CANDLE 15x14x10;2;20;;;;;;;;;;;;;;;;;;;;;;
B172;A1442NB;B172 PLACEMAT F38;6;18;;;;;;;;;;;;;;;;;;;;;;
B171;C1326N;B171 CHAIR FOLDING TEAK TARGIA 45x55x90;2;58;;;;;;;;;;;;;;;;;;;;;;
B169;G1267.2;B169 FENCE TEAK 125x160;39;8486;;;;;;;;;;;;;;;;;;;;;;
B169;G1241;B169 SUNBED TEAK PARGA 200x60;18;5211;;;;;;;;;;;;;;;;;;;;;;
B169;C1732;B169 CHAIR STACKING PRIME TEAK 50x52x85;32;3777;;;;;;;;;;;;;;;;;;;;;;
B169;T2426.2;B169 DINING TABLE SUAR TONIA 80x80x75;6;2540;;;;;;;;;;;;;;;;;;;;;;
B169;K1044.2;B169 BUNK BED TEAK 198x98x190;2;2479;;;;;;;;;;;;;;;;;;;;;;
B169;C1513;B169 CHAIR VAGIA SEAGRASS 50x48x72;16;2398;;;;;;;;;;;;;;;;;;;;;;
B169;T2424.4;B169 DINNING TABLE REC TEAK WITH SLATS 320X110X75;1;2282;;;;;;;;;;;;;;;;;;;;;;
B169;T2459;B169 COFFE TABLE w MARBLE TOP 72x57x40;4;2232;;;;;;;;;;;;;;;;;;;;;;
B169;TL033.3;B169 STEP WALK RIVER STONE 60x30x2;88;2128;;;;;;;;;;;;;;;;;;;;;;
B169;K1038.5;B169 BED TEAK HIDDEN LEGS 170x208x35;3;2024;;;;;;;;;;;;;;;;;;;;;;
B169;G1241CC;B169 CUSHION FOR SUNBED TEAK PARGA 200x60x38;18;1972;;;;;;;;;;;;;;;;;;;;;;
B169;K1046.2;B169 BED TEAKWOOD 200x160x35;4;1881;;;;;;;;;;;;;;;;;;;;;;
B169;K1064.2;B169 BED with HEADBOARD ROPE 172x212x140 for mattress 160x200;2;1866;;;;;;;;;;;;;;;;;;;;;;
B169;K1047.2;B169 HEADBOARD RATTAN BLACK MATT FRAME 170x110;4;1818;;;;;;;;;;;;;;;;;;;;;;
B169;T2436N;B169 DINING TABLE CASARANO 338x100x75;1;1759;;;;;;;;;;;;;;;;;;;;;;
B169;T1364.1;B169 DINING TABLE TEAK FISKARDO 260x100x75;1;1739;;;;;;;;;;;;;;;;;;;;;;
B169;T2040;B169 TABLE BASE OLYMPOS;1;1681;;;;;;;;;;;;;;;;;;;;;;
B169;T2012.3N;B169 DINING TABLE HOULAKIA 240X90X75;1;1651;;;;;;;;;;;;;;;;;;;;;;
B169;T1388.2;B169 COFFEE TABLE TEAK 130x70X35;2;1644;;;;;;;;;;;;;;;;;;;;;;
B169;K1042.2;B169 HEADBOARD B RATTAN 170x110;4;1628;;;;;;;;;;;;;;;;;;;;;;
B169;T2463.2DG;B169 DINING TABLE TEAK WITH MARBLE TOP 200x90x75;1;1613;;;;;;;;;;;;;;;;;;;;;;
B169;T2463.1BE;B169 DINING TABLE TEAK WITH MARBLE TOP 180x90x75;1;1527;;;;;;;;;;;;;;;;;;;;;;
B169;C1735;B169 CHAIR LOUNGE TEAK 90x72x72;9;1523;;;;;;;;;;;;;;;;;;;;;;
B169;D2059;B169 MAIN BUFFET 160x40x70;2;1330;;;;;;;;;;;;;;;;;;;;;;
B169;G1272.4N;B169 STORAGE DOOR 90x4x215;1;1292;;;;;;;;;;;;;;;;;;;;;;
B169;T2012.1N;B169 DINING TABLE HOULAKIA 180X65X55;1;1267;;;;;;;;;;;;;;;;;;;;;;
B169;G1272.3N;B169 STORAGE DOOR 80x4x215;1;1265;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.222;B169 SHELF TEAK STRAIGHT EDGE 290x50x7;1;1263;;;;;;;;;;;;;;;;;;;;;;
B169;K1038.1;B169 BED TEAK HIDDEN LEGS 90x200x35;2;1254;;;;;;;;;;;;;;;;;;;;;;
B169;S1116.3N;B169 SOFA TEAK 2 SEATER CASARANO 288,5x98x86;1;1205;;;;;;;;;;;;;;;;;;;;;;
B169;T2014.2N;B169 DINING TABLE ROUND DILES F160 H75;1;1132;;;;;;;;;;;;;;;;;;;;;;
B169;T1383.2N;B169 DINING TABLE TEAK LYGIA 140X70X75;3;1068;;;;;;;;;;;;;;;;;;;;;;
B169;T1346.7;B169 DINING TABLE SUAR 180X80;1;1063;;;;;;;;;;;;;;;;;;;;;;
B169;T2015.5N;B169 DINING TABLE AGROS 200x100x75;1;1016;;;;;;;;;;;;;;;;;;;;;;
B169;T2057DG;B169 COFFEE TABLE STONE TOP AGRA F120 H36;1;1001;;;;;;;;;;;;;;;;;;;;;;
B169;C1733;B169 ARMCHAIR STACKING PRIME TEAK 58x57x90;7;919;;;;;;;;;;;;;;;;;;;;;;
B169;K1038.4;B169 BED TEAK HIDDEN LEGS 190x208X35;1;902;;;;;;;;;;;;;;;;;;;;;;
B169;B4021.8;B169 TOP SUAR 220X80X8;1;902;;;;;;;;;;;;;;;;;;;;;;
B169;K1086;B169 HEADBOARD MASTER TEAK FRAME + RATTAN OIK90 255x4x145;1;850;;;;;;;;;;;;;;;;;;;;;;
B169;T2014.1N;B169 DINING TABLE ROUND DILES F120 H75;1;842;;;;;;;;;;;;;;;;;;;;;;
B169;T2418N;B169 DINING TABLE TEAK KANALAKI ROUND F120 H75cm;1;838;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.323;B169 SHELF STRAIGHT EDGE OIK5.5.2 305x40x4;1;835;;;;;;;;;;;;;;;;;;;;;;
B169;K1085;B169 HEADBOARD SEAGRASS BEDROOM 2 OIK90 293x4x125;1;826;;;;;;;;;;;;;;;;;;;;;;
B169;T1379.1N;B169 BEDSIDE RECT TEAK 30x35x45;8;810;;;;;;;;;;;;;;;;;;;;;;
B169;T2410;B169 TABLE COFFEE CUBE TEAK 100x100x35cm;1;760;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.215;B169 SHELF TEAK STRAIGHT EDGE 130x50x7;1;760;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.329;B169 SHELF STRAIGHT EDGE OIK5.5.2 105x60x4;2;745;;;;;;;;;;;;;;;;;;;;;;
B169;T3302;B169 COFFEE TABLE ROUND 115x115x43;1;732;;;;;;;;;;;;;;;;;;;;;;
B169;K1038.8;B169 BED TEAK HIDDEN LEGS 190x208x25;1;720;;;;;;;;;;;;;;;;;;;;;;
B169;K1046.1;B169 BED TEAKWOOD 200x90x35;2;710;;;;;;;;;;;;;;;;;;;;;;
B169;K1088;B169 HEADBOARD TEAK 185x5.5x110;1;706;;;;;;;;;;;;;;;;;;;;;;
B169;D2072;B169 CONSOLE ANTIQUE 140x40x75;1;705;;;;;;;;;;;;;;;;;;;;;;
B169;G1273.10W;B169 MECH ROOM POOL DOOR 75x4x75;1;687;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.216;B169 SHELF TEAK STRAIGHT EDGE 105x45x7;1;680;;;;;;;;;;;;;;;;;;;;;;
B169;K1066.2;B169 BED BASE TEAK MINIMAL 164x204x35 for mattress 160x200;1;677;;;;;;;;;;;;;;;;;;;;;;
B169;D2044;B169 BEDSIDE RATTAN DOOR 40X30X45;4;673;;;;;;;;;;;;;;;;;;;;;;
B169;B4021.6;B169 TOP SUAR 180X80X8;1;671;;;;;;;;;;;;;;;;;;;;;;
B169;T2117.2N;B169 DINING TABLE TEAK FELITTO 100X100X75;1;653;;;;;;;;;;;;;;;;;;;;;;
B169;K1087;B169 HEADBOARD TEAK 185x5.5x105;1;644;;;;;;;;;;;;;;;;;;;;;;
B169;C1739;B169 ARMCHIAR SEGRASS 63x42x80;4;641;;;;;;;;;;;;;;;;;;;;;;
B169;K1044.1;B169 BUNK BED TEAK FOR MATRESS 100X200 220x110x200;1;633;;;;;;;;;;;;;;;;;;;;;;
B169;T2015.1N;B169 DINING TABLE AGROS 140x70x75;2;604;;;;;;;;;;;;;;;;;;;;;;
B169;B4060C;B169 SINK POZZO F46cm H20cm;2;586;;;;;;;;;;;;;;;;;;;;;;
B169;G1273.11W;B169 MECH ROOM POOL DOOR 50x4x50;1;578;;;;;;;;;;;;;;;;;;;;;;
B169;D2058;B169 CABINET FOR SINK 80x50x45;2;575;;;;;;;;;;;;;;;;;;;;;;
B169;T2435.2N;B169 COFFE TABLE CASARANO 139x103x35;1;539;;;;;;;;;;;;;;;;;;;;;;
B169;T2052N;B169 COFFEE TABLE SUAR SAMI F40-50 H33-43;2;532;;;;;;;;;;;;;;;;;;;;;;
B169;C1342;B169 STOOL SUAR SUSHI 50x30x45;5;528;;;;;;;;;;;;;;;;;;;;;;
B169;G1307;B169 UMBRELLA BASE CEMENT 45x45x46;2;518;;;;;;;;;;;;;;;;;;;;;;
B169;K1046.3;B169 TEAKWOOD BED 200x180x35;1;518;;;;;;;;;;;;;;;;;;;;;;
B169;G1272.2B;B169 STORAGE DOOR 70X4X215;1;508;;;;;;;;;;;;;;;;;;;;;;
B169;C1735CC;B169 CUSHION FOR C1735 - CHAIR LOUNGE TEAK 90x72x72;9;500;;;;;;;;;;;;;;;;;;;;;;
B169;S1116.1N;B169 SOFA TEAK 1 SEATER CASARANO 102x98x86;1;468;;;;;;;;;;;;;;;;;;;;;;
B169;C1760;B169 KITCHEN STOOL OIK5.4.2 43x43x62;3;457;;;;;;;;;;;;;;;;;;;;;;
B169;T2117.1N;B169 DINING TABLE TEAK FELITTO 60X80X75;1;449;;;;;;;;;;;;;;;;;;;;;;
B169;T2441;B169 COFFEE TABLE 40x40x45;2;440;;;;;;;;;;;;;;;;;;;;;;
B169;B1494;B169 SINK ONYX 48x44x15;4;436;;;;;;;;;;;;;;;;;;;;;;
B169;T2123N;B169 BEDSIDE TABLE TEAK FALCONE F35 H45;4;406;;;;;;;;;;;;;;;;;;;;;;
B169;T2049N;B169 COFFEE TABLE ALONAKI F60 H38;3;406;;;;;;;;;;;;;;;;;;;;;;
B169;T2123B;B169 BEDSIDE TABLE TEAK FALCONE F35 H45;4;399;;;;;;;;;;;;;;;;;;;;;;
B169;T2460;B169 BEDSIDE TABLE TRUNK TEAK 40x40x45;3;399;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.327;B169 SHELF STRAIGHT EDGE OIK5.5.2 110x60x4;1;387;;;;;;;;;;;;;;;;;;;;;;
B169;B4038G;B169 SINK MARBLE ROUND F45 H14 40X43X15;3;377;;;;;;;;;;;;;;;;;;;;;;
B169;T1379;B169 BEDSIDE TEAK 50x35x45;5;377;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.217;B169 SHELF TEAK STRAIGHT EDGE 105x35x4;1;373;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.219;B169 SHELF TEAK STRAIGHT EDGE 105x35x4;1;373;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.325;B169 SHELF STRAIGHT EDGE OIK5.5.2 115x40x4;1;348;;;;;;;;;;;;;;;;;;;;;;
B169;T2458;B169 BEDSIDE TABLE 40x40x43;2;324;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.328;B169 SHELF STRAIGHT EDGE OIK5.5.2 110x30x4;1;310;;;;;;;;;;;;;;;;;;;;;;
B169;T2063N;B169 COFFEE TABLE ARGILOS F60 H45;1;300;;;;;;;;;;;;;;;;;;;;;;
B169;G1300.2;B169 ROLLER BAMBOO SHADE W100 H300 cm;3;286;;;;;;;;;;;;;;;;;;;;;;
B169;C1650;B169 STOOL TEAK ROOT 30X30X40;2;275;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.324;B169 SHELF STRAIGHT EDGE OIK5.5.2 105x40x4;1;271;;;;;;;;;;;;;;;;;;;;;;
B169;T1395;B169 COFFEE TABLE PR TEAK 3cm F50x40;2;261;;;;;;;;;;;;;;;;;;;;;;
B169;T2004N;B169 SIDE TABLE SUAR NOTOS F48 H50;2;252;;;;;;;;;;;;;;;;;;;;;;
B169;A7853;B169 MIRROR DRIFT SQUARE BAROQ  60x4x60;3;232;;;;;;;;;;;;;;;;;;;;;;
B169;C1679N;B169 CHAIR KAMARINA TEAK 55x57x75cm;1;231;;;;;;;;;;;;;;;;;;;;;;
B169;A7941;B169 MIRROR STANDING FLOOR 50x4x170;1;225;;;;;;;;;;;;;;;;;;;;;;
B169;H1015;B169 CEILING TEAKWOOD PANEL;3;210;;;;;;;;;;;;;;;;;;;;;;
B169;C1644;B169 STOOL 40X40X40;2;207;;;;;;;;;;;;;;;;;;;;;;
B169;B1411.1;B169 SINK RIVER STONE 30x35x20;4;199;;;;;;;;;;;;;;;;;;;;;;
B169;B1411.12;B169 SINK RIVER STONE 25x25x15;5;180;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.77;B169 SHELF TEAK 45x35x3;2;171;;;;;;;;;;;;;;;;;;;;;;
B169;A6818.1N;B169 MIRROR REC.TEAK 60x4x80;2;171;;;;;;;;;;;;;;;;;;;;;;
B169;C1639;B169 BENCH TEAK 150x30x40;1;168;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.138;B169 SHELF TEAK STRAIGHT EDGE 95x45x4;1;163;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.135;B169 SHELF TEAK STRAIGHT EDGE 85x45x4;1;157;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.139;B169 SHELF TEAK STRAIGHT EDGE 95x35x3;1;157;;;;;;;;;;;;;;;;;;;;;;
B169;B1411.4;B169 SINK RIVER STONE 50x40x13;2;155;;;;;;;;;;;;;;;;;;;;;;
B169;C1732CC;B169 CUSHION FOR C1732 CHAIR TEAK 50x52x6;10;145;;;;;;;;;;;;;;;;;;;;;;
B169;C1651;B169 STOOL F40 H40;1;131;;;;;;;;;;;;;;;;;;;;;;
B169;C1459N;B169 STOOL SPARTERA F40 H50;1;121;;;;;;;;;;;;;;;;;;;;;;
B169;C1628;B169 STOOL STONE ROUND NESIMA 30x30x45;1;121;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.55;B169 SHELF TEAK STRAIGHT EDGE 100X3X10;2;116;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.326;B169 SHELF STRAIGHT EDGE OIK5.5.2 105x15x4;1;116;;;;;;;;;;;;;;;;;;;;;;
B169;C1734;B169 CHAIR STACKING PRIME TEAK 50x53x85;1;115;;;;;;;;;;;;;;;;;;;;;;
B169;D2023;B169 CONSOLE 80x40x80;1;112;;;;;;;;;;;;;;;;;;;;;;
B169;C1631;B169 STOOL TEAK 45x25x40;3;111;;;;;;;;;;;;;;;;;;;;;;
B169;B1411.5;B169 RIVER STONE SINK 40X38X15;2;108;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.47;B169 SHELF TEAK STRAIGHT EDGE 35x90x3;1;99;;;;;;;;;;;;;;;;;;;;;;
B169;A7431.2B;B169 MIRROR PDH 60X80X2;3;85;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.239;B169 SHELF TEAK STRAIGHT EDGE 105x15x3 OIK87.3.2;1;85;;;;;;;;;;;;;;;;;;;;;;
B169;A6316;B169 TRAY 3PLC PIRING TEAK  F38;4;79;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.220;B169 SHELF TEAK STRAIGHT EDGE 105x10x4;1;77;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.221;B169 SHELF TEAK STRAIGHT EDGE 105x10x4;1;77;;;;;;;;;;;;;;;;;;;;;;
B169;T2049B;B169 COFFEE TABLE ALONAKI F60 H38;1;77;;;;;;;;;;;;;;;;;;;;;;
B169;A7095.1BR;B169 MIRROR PLAIN 65x140;1;76;;;;;;;;;;;;;;;;;;;;;;
B169;A7431.1N;B169 MIRROR PDH 30x80x2;2;74;;;;;;;;;;;;;;;;;;;;;;
B169;A6321.3;B169 BOWL TEAK PALUNGAS PRAU 70x15x10;4;74;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.330;B169 SHELF STRAIGHT EDGE OIK5.5.2 60x15x4;1;73;;;;;;;;;;;;;;;;;;;;;;
B169;A7682;B169 VASE TEAK 19X19X19;5;71;;;;;;;;;;;;;;;;;;;;;;
B169;L1357;B169 LAMP SHADE RATTAN 30x30x50;1;63;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.240;B169 SHELF TEAK STRAIGHT EDGE 40x40x4 OIK87.3.2;1;56;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.136;B169 SHELF TEAK STRAIGHT EDGE 45x35x3;1;52;;;;;;;;;;;;;;;;;;;;;;
B169;D2030.137;B169 SHELF TEAK STRAIGHT EDGE 40x30x4;1;46;;;;;;;;;;;;;;;;;;;;;;
B169;A7431.2N;B169 MIRROR PDH 60X80X2;1;44;;;;;;;;;;;;;;;;;;;;;;
B169;A7431.1B;B169 MIRROR PDH 30x80x2;1;36;;;;;;;;;;;;;;;;;;;;;;
B169;A7679;B169 BOWL TAM LONG 51X22X14;1;33;;;;;;;;;;;;;;;;;;;;;;
B169;A7829;B169 BOWL PRAU LANCIP BIG  70x18x13;2;31;;;;;;;;;;;;;;;;;;;;;;
B169;A7934;B169 BOWL HERB MIX MARBLE STONE 15x15x15;1;29;;;;;;;;;;;;;;;;;;;;;;
B169;C1733CC;B169 CUSHION FOR C1733 CHAIR TEAK 58x57x6;2;29;;;;;;;;;;;;;;;;;;;;;;
B169;A7830;B169 BOWL PRAUTIPIS  70x17x7;1;24;;;;;;;;;;;;;;;;;;;;;;
B169;A7839;B169 BOWL ROUNDED   29x29x10;1;24;;;;;;;;;;;;;;;;;;;;;;
B169;A6595B;B169 TEAK BOWL F20 H12;1;22;;;;;;;;;;;;;;;;;;;;;;
B169;A7842;B169 BOWL ROUNDED   30x30x5;2;19;;;;;;;;;;;;;;;;;;;;;;
B169;A7846;B169 CUTTING BOARD  34x28x2;1;12;;;;;;;;;;;;;;;;;;;;;;
B169;A7933;B169 SOAP HOLDER BLACK STONE 15x10x2;1;12;;;;;;;;;;;;;;;;;;;;;;
B169;A7836;B169 PLATE THIN SQUARE   20x20x3;1;10;;;;;;;;;;;;;;;;;;;;;;
B169;A6320.3;B169 BOWL MANGKOK TEAK F16 H8;1;9;;;;;;;;;;;;;;;;;;;;;;
B169;A6320.2;B169 BOWL MANGKOK TEAK F13 H6.5;1;5;;;;;;;;;;;;;;;;;;;;;;
B169;A6320.1;B169 BOWL MANGKOK TEAK F10 H5;1;4;;;;;;;;;;;;;;;;;;;;;;
B164;A6515;B164 SHUTTERS BLUE;1;24;;;;;;;;;;;;;;;;;;;;;;
B152;A5867.2N;B152 BAMBOO WEAVY TWIGS 300cm;18;55;;;;;;;;;;;;;;;;;;;;;;
B141;A5450W;B141 LADDER BAMBOO WHITE 50x200;2;48;;;;;;;;;;;;;;;;;;;;;;
B140;A5330.4;B140 WOODEN BOARD WITH SENTENCES 40x61;1;22;;;;;;;;;;;;;;;;;;;;;;
B140;A5330.2;B140 WOODEN BOARD WITH SENTENCES 35x50;1;17;;;;;;;;;;;;;;;;;;;;;;
A1;S1068.3.5FJ09;A1 SOFA 3.5 SEAT MARSHA 252x112x82;1;1219;;;;;;;;;;;;;;;;;;;;;;
A1;A1050BELM;A1 MIRROR ELM30 110x82;1;210;;;;;;;;;;;;;;;;;;;;;;
xx;C1000;CURTAIN;1;3049;;;;;;;;;;;;;;;;;;;;;;
xx;T1157OR;TABLE &2CHAIRS VITAMINE ORANGE;1;81;;;;;;;;;;;;;;;;;;;;;;
xx;A3498;KNIFE AFRICA;6;15;;;;;;;;;;;;;;;;;;;;;;
xx;A4555;WOODEN DECORATIVE ARROW BEACH;1;8;;;;;;;;;;;;;;;;;;;;;;
xx;A1580;HOOKS M;1;4;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
